label,ulasan
2,Ordered before. it is ok
5,Items received in good condition. Hope it spur me to exercise. Yet to test out. Thanks. 
5,Received in good conditions
5,"Item as described. 1 week from order to delivery.
Thank you seller "
5,Product is as expected. Arrived in reasonable time and there is difference in tension between the two colours. Would recommend
5,"Purchase the medium resistance band, it is thin and not sure if able to withstand high pressure/resistance exercise. Nonetheless the product came in good condition! "
5,Fast delivery. Item quality okay. Good good good good good.
5,Yet to try. But it was well packaged. Seems good enough for price paid. 
5,quality is great & shipping was relatively fast despite it being the COVID 19 period!!! 
5,Item as described. Quality so so but you get what you pay~...
5,Ordered on Jun 6 and received on Jun 15 in good condition 👍🏻
5,"Great item
Thank u for the prompt service"
5,Happy with the product. Delivery took quite sometime but its okie. 
5,The product quality is ok for the price paid and delivery time is acceptable 
5,good! i like the resistance that the yellow one provides !! came quite late (more than a week) but it is understandable due to current situation :) overall satisfied
5,"arrived faster than expected, quality of product = average "
5,Received item in good order. Yet to use it but should be ok...
5,Came as described. All have good resistance. The red one in particular has a very strong rubber smell compared to the yellow and blue. 
5,Items received and quality seems tally to wat I expected (medium strength) however it took almost 2 weeks to arrive 
5,"The product does smell and feels very weird at first .
Should clean it before using.  
But overall gets the job done for working out, it's cheap. "
5,"item arrived 11 days after ordering, seems good, have yet to test band"
4,Good quality but slow delivery.
5,"Tried using it and seems really good and effective in toning the body!!
"
4,Good. Would be great to include the strength on the strap.
4,Quality feels good hopefully doesn’t tear when using. 
4,Ok for the price 
5,Abit worries the “extra light” band will tear as the quality are really really thin. Like the red (heavy) one. 
4,"Looks legit.
"
5,Received items well packed
5,Items arrived in good condition and earlier than expected
5,"not bad, quite good👍🏻 wish that it was longer but   really good, also I really scared that the red one will snap but it seems pretty good "
5,Shipping was pretty fast. Quality feels pretty good for the $0.99 flash sale!
5,"Good quality bands, I recommend."
3,"the bands are much smaller than expected tbh, and feels like it'd snap of i use it"
5,Cheap. Decent quality. Shipping take around 1 week. Not bad 
5,Packaging arrived in letterbox promptly. Thank you seller
5,Great buy! Cheap and is very useful for training arms. Highly recommended. Thank you seller!
5,"received in individual packaging. not too sure if it works, havent try yet"
5,Items reach faster than expected as ship from China. Hope it last
5,Just received these workout tools. Items inside the small envelope in good condition. Quality not bad. We can use them in oir next workout. Recommended. 
3,"Received item in good condition, but the smell of rubber still very strong even after been washed."
5,Delivery waiting time was average. Item received well packaged. Enjoyed the product as it is what i expected. Will definitely recommend this seller as it was a smooth and easy transaction. The communication was clear. Looking forward for my next purchase. Thank you seller............................
5,Items well-received. Seller took the effort to ensure items were well protected from damages via delivery. Highly recommended seller. 👍
5,Order received in good condition. Tried the black one and the resistance is really good. Highly recommend for those looking for good home workouts.
5,Good quality of resistance bands expect for the smell...
2,Tore on the 4th day of using... sad :(
5,"Great elasticity and resistance, great buy, very worth :)"
5,Product is of good quality and came as described. Satisfied with my purchase.
5,Goood quality!!!!!! Really like it!!!! Fast delivery!!!! 
5,"it is quite short, and not very strong. but good quality thanks!"
5,Condition look good and the delivery was very fast too. Will definitely consider buying next time. 
5,Bought during the flash sales quite affordable. However   damn short like can just put over my forehead like a headband??
1,"Bad quality 
Quite thin
Not what I expected 
Request for cancel order they refused to
Then wasted my money "
4,Is ok
5,Material is good. 0.9 is quite intense. Will see if I can keep up with it! 
5,Received my parcel in fast delivery thanks 
5,"Received in good condition. Delivery was fast too, Thank you! "
5,"Worth the money, only no indication of the resistance. Fast delivery "
5,As promised 
5,Mom said it was good for her exercise.
4,"Love it, though I wish it came in different colours 

Smells funky - had to soak in soap before the rubber smell fades off. "
5,"Bottle arrives in 2 days, very fast delivery. Item is authentic and in very good condition. Will buy again from this seller. Highly recommended."
5,"Seller didn’t have cadet so accepted my request of trout green. Delivery was next day, really quick! Very satisfied. "
5,very quick delivery this time! am a return customer and very pleased w my purchase as usual. Item arrived next day despite it being a flash sale item
5,Loving the Color and the quality of the water bottle will definitely buy it again! Fast delivery
5,Item received fast and well packed. Genuine item. Thank you seller
5,"Prompt delivery, received in 2 days! Item is nicely packed. Very happy with my purchase."
5,Received in 5 days in good condition. Minimal scratches. Good deal. 
5,"Shipping was fast, received it in 2 days. Item was also boxed and in good condition."
5,Good quality. I bought again lol. 
5,Fast delivery. Items received in good condition. Highly recommended. 
5,"Super fast delivery !! Well packed and love the bottle! 

Will buy again from this supplier!! Excellent service!!




"
5,"Delivery was swift.
Good quality.
Cheaper than retail. 👍👍👍"
5,Very good customer service.n fast to receive.
5,Second purchase. Good value. In the event of a future promotion again will definitely buy it. Haha seem to always misplace my waterbottle lol. 
5,Prompt delivery! A lot cheaper than retail price and the colours are really pretty :) 
5,bought this during flash deals !! the bottle was delivered to me after 2 day. very very fast !! worth the buy 💯 
5,Second time order from the same seller. Trusted and reliable. Order yesterday and receive the item today. 
5,Prompt delivery! 
5,"fast delivery n my girl requested for this brand, colour and litres. thank you."
5,"product received in good condition, colour is true to picture! "
5,Good quality! Delivery is fast too. Comes with protective layer. 
5,Received in good condition. Fast delivery. Repeated order. Thanks seller!
5,"item as described, thanks! 😊"
5,Bottles received in good condition. Fairly quick delivery. 
5,Water bottle arrived exactly as described in my Parcel Santa box via Speedpost. Dispatched within 3 days over a weekend. Will buy again. 
5,Lovely colour. Just like what I ordered. Bottle is in excellent condition. Easy to wash. 
5,PACKED WELL. LOVE IT
5,Just as I have ordered it 
5,Came in good condition. Delivery was prompt. Colours are exactly as the picture dictates 
5,Requested to change to Cadet and seller reply promptly. Receive them earlier than expected!!!! In love 😍
5,"Fast delivery, took only 2 days to come. Thank you "
5,Fast delivery n item well packed 
5,Good condition and speedy delivery 
5,The item came in good condition and delivery was fast
5,highly recommended!!
5,Received today. Ideal for office usage. 
5,excellent products
5,item well packaged and received! fast delivery too! thank you!
5,Excellent shipping speed! Item ordered yesterday and received today! Wow!!! Thank you seller!
5,"Item well received in a box. Bottle in good condition, worth the buy :)"
5,Love how fast the delivery was and the colour!! The bottle came in a good condition
5,Will definitely buy again
5,thank u for fast delivery! & thk u thatorder was packed with care 🙂🙂
5,placed order on Thurs night and received on Sunday morning. Thumbs up!!  
5,Delivery is fast! The bottle is in good condition 
5,Fast delivery within 3 days and received in good condition
5,second purchase :-) came in good condition like always. thank you!
5,"very nice colourway! delivery was very fast, got it in less than 2 days!! "
5,Item well packed and received. Looks good and does not have weird odour 
5,The bottles arrived smoothly and are in good conditions
5,"Very fast delivery, received within 1 day!! "
5,"item received as described def recommend
"
5,I love using it now!
5,Fast delivery & well received..👍👍👍
5,delivery was quick product quality was also good when it came
5,Good quality looks like original i love the color! Will order again in the future❤️ thank you
5,ordered on saturday and received it on tuesday ! really quick delivery. came in a (slightly beat up) box . came in Perfect condition with the exception of a tiny scratch. would buy again. thank you!
5,i got my bottle within 3 days!! its in good condition and was boxed up well
4,Fast delivery...item shipped out the next day and received the following day. Slight defect on the bottle with plastic “bubbles” seen at the side. Not sure if   intended
5,Delivery was super quick!
5,good quality and swift delivery! would recommend & buy again! 
5,Ordered 3rd June and received items on the 5th June. Smooth transaction. Item received as described. No damage. Item is wrap with plastic! Overall is good. Recommended! 
5,"Fast delivery even on weekend, item received to be in good condition.l "
5,"Good and fast deliver, thank you so much for "
5,Took only 2 days for goods to arrive. Very speedy delivery!  Item arrived in a box.  Water bottle was plastic clinged wrapped. Confirm new and unused :p
5,Item received and delivery was fast. Item look nice as in photo 
5,"Fast delivery, came within a week and properly packed in a box for me! "
5,Ordered on sunday and received on thursday.. right item in good condition. 
5,Received within a week.. Good buy..
5,"As advertised from seller, seller was very polite and helpful as well. Great buy ! "
5,Item received as described. Decent shipping time during the CB period.
1,"Delivery took 3 days
Bought during flash sales, value for money
item came defective
Informed seller, seller willing to exchange a new one if I shipped back item
But shoppee only has option to return/refund; no option to exchange; which means I wasted time on this
Can SHOPPE address the problem????"
5,Cheaper than retail worth the price bought during flash deal hope there’ll be more flash deals
5,"Fast delivery.
Colour as per picture.
Satisfied with this purchase. :) "
5,"have not opened & used it yet but bottles came in a box, undamaged! :) delivery was fast as well(received in 2 days after ordering)"
5,Super fast delivery. Item received in good condition. Thank you so much
5,super fast delivery!!
5,"super fast delivery & good quality!
would definitely purchase again! 
"
5,Received within 3 days in perfect condition. Excited to use the new glow in the dark bottle!
5,Delivery was really quick! I’m impressed! Highly recommend 👍🏻
5,Fast delivery. Received with thanks. Good bottle quality. Will order more... 
5,"Very useful 
"
5,Bottles received in great condition. Bargain price for quality products. Always a supporter of Nalgene bottles and love the colours. 
5,Fast delivery and colour as per the picture. Tried using today and is liking it 😊
5,delivery was really fast !!! item came in good condition only thing weird is that the tape of the box looked opened but the product was fine
5,"Though I was kinda disappointed that the color I chose wasn’t available despite being able to purchase it initially, but nevertheless still happy with the buy. (Color: Aubergine) "
5,Very good
5,Came in very good condition and wrapped very nicely too! Highly recommend. 
5,good shape and quality Nalgene bottle. very swift delivery as well
5,"Appreciate the fast delivery - placed my order on 25/05 and received it on 27/05!! 
"
5,Bottle came in a box as i ordered two! It was well packed and true to picture! Second purchase from them 😇🤟🏼
5,Received in good condition and really fast delivery. I think less than 2 days I gotten it already. Will recommend for future purchases
5,As advertised. Fast shipping. Received within 3 working days.
5,Nice water bottle . One of my favourite brand. Will buy again 
5,Fast delivery. Good quality bottle. Nice colour too. Love it.
5,Received the bottles in good condition. Thank you! 
5,"Fantastic! Good product, delivery was very fast (2-3 days after order) and came neatly packed in a carton box! Thanks seller!"
5,"Excellent delivery speed, took only 1 day to deliver. Received in perfect condition and color is true to picture. Highly recommended!"
5,such a pretty colour and extremely fast delivery! received it in 1 day
5,Nice glow in the dark. Love it thank you. Recommended 
5,Quick delivery and well packaged. Can’t wait to put them to use!
5,Received product in good condition 
5,"Product true to picture, pretty steady! Overall good purchase! "
5,"Product true to picture, really steady! Overall good purchase!"
5,Very fast delivery despite now going thru the Covid period. Nice colour and good quality bottle. 
5,"Super speedy delivery! Ordered on 15th at 1am, received on 16th before 3pm! "
5,Delivery in two days!! Super fast!! Quality is good hehe happy with purchase!! :))
5,fast delivery. well packed as well. will purchase again if there is any promo!
5,Received in good condition. Thanks!
5,Received item in good condition. 
5,Super fast delivery! Pretty colour too! Happy with my purchase!!! 
5,Received the item the next day after placing order. Everything is good.
5,"Order was well packed, item sealed in original packaging. Very pleased with delivery time as well, didn’t expect to get it so soon. 10/10 would buy again. "
5,pristine condition and exact to picture :)
5,super fast delivery and highly reccomended! items came in good condition too
5,"Not the colour i initially wanted, but the bottle is still awesome !"
5,Super fast delivery and fantastic product. Highly recommended! 
5,Item received in 2 days! 
5,Fast delivery. Owner is very friendly. Recommended to purchase. 
5,Item received in good condition and the plastic smell not too smelly
5,"Yay so happy with this bottle! The colour is so pretty! Been meaning to get a new one after I lost my old one and great that this comes at a reasonable price. Ordered on 21/4 and received on 24/4, good shipping speed! :)"
5,Good size to get - can fill lots of water but not too heavy too. Fast delivery and cheaper than retail - highly recommended! 
5,Consider fast deliver during this period... will buy again if I need more....
5,Bought it at the flash sale - product is of good value and seemingly durable
5,"Item is authentic and delivered fast, highly recommend this item!!"
5,"FAST DELIVERY 
Came in 3 days 
Packaging pack well 
Not bad will order again next time "
5,Good quality!! very happy with this purchase :-)
5,"Order came fast and in excellent condition
Will recommend!"
5,good quality but had a few scratches. lower than market price so was a steal i guess
5,"Fast delivery, received it within 2 working days upon ordering. Good packaging and item came as per described."
5,Fast delivery! Item authentic! 
5,"Seller was really nice and accommodating! Items arrived quickly, very satisfied with my purchase. Thank you so much!"
5,Fast and good condition!!!!! 💛 thank you for the efficiency. 
5,Colour is very nice. There're no scratches on the bottle either. Will repurchase if they restock the pink one! 
5,"Fast delivery, did not expect it to come so quickly. Nice bottle, will buy again."
5,Next day door-to-door delivery! Item is bulky (about 9cm diameter x 21cm height) as compared to Tupperware 1L bottle (taller but smaller diameter). The cap seals well.
5,Fast delivery within 3 days and came well protected. Have tried washing it in dishwasher and it works so should be original. 
5,Very patient and responsive seller.  Verfied color before sending as the color I wanted was out of stock. Item came in good condition.  Will recommend this seller.👍
5,Ok not bad.
3,Received in good condition. Started to use but have plastic smell. 
5,Super fast delivery. Lovely water bottle. Will definitely buy again. 
5,My family love it.. 
5,Received in 5 days but understandable due to the circuit breaker situation hence expect a delay in shipment. Product Received as advertised with no scratches. 
5,Very fast delivery just a day after ordering. Great deal after usiñg shopee coins to offset.
5,"very swift delivery, chose local/domestic because we needed it urgently, will get more in future. good quality from Nalgene"
5,Cadet colour is out of stock so seller asked me to choose another colour. Cute as well 😁
5,"Got this today. Quick delivery. My first choice was cadet because the color is so beautiful. Too bad seller texted me saying that it is out of stock - so in the end, chose trout green. Anyway, still prefer cadet color. Thanks seller for informing me on the color availability. "
